ADDRESS,VOLUME,FIRST_NUMBER,LAST_NUMBER,PROB
0x00000000000000000000000000000000000000,0,7749947,7766001,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,25,7766002,7782066,0.16055 + 0.00010 %
0x00000000000000000000000000000000000000,97,7782067,7798159,0.16055 + 0.00037 %
0x00000000000000000000000000000000000000,19507,7798160,7821754,0.16055 + 0.07540 %
0x00000000000000000000000000000000000000,23027,7821755,7846710,0.16055 + 0.08901 %
0x00000000000000000000000000000000000000,56893,7846711,7884756,0.16055 + 0.21991 %
0x00000000000000000000000000000000000000,6,7884757,7900813,0.16055 + 0.00002 %
0x00000000000000000000000000000000000000,206,7900814,7916948,0.16055 + 0.00080 %
0x00000000000000000000000000000000000000,0,7916949,7933003,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,4,7933004,7949060,0.16055 + 0.00002 %
0x00000000000000000000000000000000000000,443,7949061,7965286,0.16055 + 0.00171 %
0x00000000000000000000000000000000000000,1,7965287,7981341,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,423,7981342,7997560,0.16055 + 0.00164 %
0x00000000000000000000000000000000000000,785,7997561,8013918,0.16055 + 0.00303 %
0x00000000000000000000000000000000000000,0,8013919,8029973,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,33,8029974,8046041,0.16055 + 0.00013 %
0x00000000000000000000000000000000000000,0,8046042,8062096,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,3,8062097,8078152,0.16055 + 0.00001 %
0x00000000000000000000000000000000000000,94,8078153,8094243,0.16055 + 0.00036 %
0x00000000000000000000000000000000000000,341,8094244,8110430,0.16055 + 0.00132 %
0x00000000000000000000000000000000000000,1919,8110431,8127227,0.16055 + 0.00742 %
0x00000000000000000000000000000000000000,0,8127228,8143282,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,112320,8143283,8202752,0.16055 + 0.43415 %
0x00000000000000000000000000000000000000,0,8202753,8218807,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,9,8218808,8234866,0.16055 + 0.00003 %
0x00000000000000000000000000000000000000,0,8234867,8250921,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,3,8250922,8266977,0.16055 + 0.00001 %
0x00000000000000000000000000000000000000,1,8266978,8283032,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,105788,8283033,8339977,0.16055 + 0.40890 %
0x00000000000000000000000000000000000000,0,8339978,8356032,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,2035,8356033,8372874,0.16055 + 0.00787 %
0x00000000000000000000000000000000000000,6,8372875,8388931,0.16055 + 0.00002 %
0x00000000000000000000000000000000000000,7,8388932,8404989,0.16055 + 0.00003 %
0x00000000000000000000000000000000000000,103,8404990,8421084,0.16055 + 0.00040 %
0x00000000000000000000000000000000000000,1409409,8421085,8981912,0.16055 + 5.44773 %
0x00000000000000000000000000000000000000,0,8981913,8997967,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,16506,8997968,9020402,0.16055 + 0.06380 %
0x00000000000000000000000000000000000000,13873,9020403,9041819,0.16055 + 0.05362 %
0x00000000000000000000000000000000000000,88,9041820,9057908,0.16055 + 0.00034 %
0x00000000000000000000000000000000000000,1,9057909,9073963,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,0,9073964,9090018,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,323,9090019,9106198,0.16055 + 0.00125 %
0x00000000000000000000000000000000000000,0,9106199,9122253,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,51,9122254,9138328,0.16055 + 0.00020 %
0x00000000000000000000000000000000000000,69,9138329,9154410,0.16055 + 0.00027 %
0x00000000000000000000000000000000000000,0,9154411,9170465,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,0,9170466,9186520,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,0,9186521,9202575,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,49,9202576,9218649,0.16055 + 0.00019 %
0x00000000000000000000000000000000000000,0,9218650,9234704,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,26,9234705,9250769,0.16055 + 0.00010 %
0x00000000000000000000000000000000000000,275,9250770,9266930,0.16055 + 0.00106 %
0x00000000000000000000000000000000000000,163598,9266931,9346220,0.16055 + 0.63235 %
0x00000000000000000000000000000000000000,1819,9346221,9362978,0.16055 + 0.00703 %
0x00000000000000000000000000000000000000,1,9362979,9379033,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,0,9379034,9395088,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,0,9395089,9411143,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,3952,9411144,9428726,0.16055 + 0.01528 %
0x00000000000000000000000000000000000000,0,9428727,9444781,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,5,9444782,9460838,0.16055 + 0.00002 %
0x00000000000000000000000000000000000000,0,9460839,9476893,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,4,9476894,9492950,0.16055 + 0.00002 %
0x00000000000000000000000000000000000000,0,9492951,9509005,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,363,9509006,9525200,0.16055 + 0.00140 %
0x00000000000000000000000000000000000000,489,9525201,9541444,0.16055 + 0.00189 %
0x00000000000000000000000000000000000000,0,9541445,9557499,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,4,9557500,9573556,0.16055 + 0.00002 %
0x00000000000000000000000000000000000000,0,9573557,9589611,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,9834,9589612,9609467,0.16055 + 0.03801 %
0x00000000000000000000000000000000000000,2,9609468,9625523,0.16055 + 0.00001 %
0x00000000000000000000000000000000000000,1,9625524,9641578,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,0,9641579,9657633,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,3,9657634,9673689,0.16055 + 0.00001 %
0x00000000000000000000000000000000000000,170535,9673690,9755660,0.16055 + 0.65916 %
0x00000000000000000000000000000000000000,0,9755661,9771715,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,0,9771716,9787770,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,2828,9787771,9804918,0.16055 + 0.01093 %
0x00000000000000000000000000000000000000,0,9804919,9820973,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,17,9820974,9837035,0.16055 + 0.00007 %
0x00000000000000000000000000000000000000,3138,9837036,9854303,0.16055 + 0.01213 %
0x00000000000000000000000000000000000000,2010,9854304,9871135,0.16055 + 0.00777 %
0x00000000000000000000000000000000000000,0,9871136,9887190,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,0,9887191,9903245,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,6,9903246,9919302,0.16055 + 0.00002 %
0x00000000000000000000000000000000000000,0,9919303,9935357,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,0,9935358,9951412,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,0,9951413,9967467,0.16055 + 0.00000 %
0x00000000000000000000000000000000000000,1081,9967468,9983940,0.16055 + 0.00418 %
0x00000000000000000000000000000000000000,0,9983941,9999995,0.16055 + 0.00000 %
